"Data_Status","State","MSN","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023"
"2023F","OK","NGTXP"," 225653"," 222310"," 304522"," 362121"," 385605"," 340682"," 291658"," 295131"," 334436"," 350085"," 362448"," 370811"," 369300"," 341254"," 366168"," 367948"," 429107"," 433220"," 422615"," 490462"," 392378"," 385269"," 429839"," 392000"," 427966"," 386721"," 356886"," 408196"," 411575"," 422804"," 435464"," 402940"," 394907"," 425134"," 418852"," 414075"," 430681"," 431191"," 394711"," 361341"," 362868"," 317566"," 313528"," 343393"," 338670"," 340357"," 345798"," 371694"," 405046"," 374616"," 386741"," 391742"," 373794"," 411013"," 434733"," 425058"," 424813"," 435660"," 489895"," 497033"," 473783"," 460367"," 460648"," 476336"
"2023F","OK","NNTCB"," 319270"," 316051"," 416403"," 490988"," 522805"," 480079"," 449319"," 460163"," 507884"," 558754"," 616279"," 631152"," 649909"," 625808"," 681130"," 678851"," 770752"," 787694"," 788658"," 844294"," 738931"," 694455"," 692328"," 655366"," 669277"," 603855"," 570749"," 617551"," 611171"," 620318"," 628222"," 589960"," 565655"," 600099"," 595671"," 586432"," 587957"," 573479"," 583964"," 550768"," 546706"," 505220"," 522530"," 556306"," 555273"," 600011"," 644381"," 677472"," 711379"," 681062"," 697351"," 676910"," 712411"," 682277"," 667360"," 711393"," 736164"," 692145"," 842224"," 873688"," 844903"," 745911"," 772405"," 860217"
"2023F","OK","NTCAS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 1.6"," 1.7"," 2.4"," 3.2"," 3"," .6"," 3.1"," 4.9"," 7.5"," 4.8"," 15.4"," 16"," 13.8"," 15.2"," 12.9"," 11.9"
"2023F","OK","NUCAS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2023F","OK","NUEGB"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2023F","OK","NUEGP"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2023F","OK","NUETB"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2023F","OK","NUETP"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2023F","OK","NUGBP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2023F","OK","NYCAS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 19.2"," 16.7"," 20.3"," 19.8"," 19.1"," 14.4"," 7.5"," 6.6"," 10.7"," 7"," 9.7"," 12.2"," 12.5"," 8.1"," 11.1"," 15.8"
"2023F","OK","OHICB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2023F","OK","OJGBP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 6"," 6"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2023F","OK","OMTCB"," 33271"," 32171"," 33187"," 34204"," 34609"," 36351"," 36258"," 36513"," 37706"," 39709"," 39519"," 37085"," 39892"," 39238"," 39556"," 42221"," 41450"," 41722"," 42468"," 41790"," 40494"," 23176"," 20224"," 24861"," 22651"," 20043"," 19790"," 23701"," 29237"," 30328"," 30979"," 26175"," 32184"," 29264"," 31764"," 30727"," 36774"," 37277"," 31930"," 33495"," 31294"," 42161"," 38971"," 43156"," 42781"," 45317"," 47708"," 48980"," 42689"," 42378"," 45596"," 46499"," 47561"," 46505"," 42923"," 43328"," 46343"," 47775"," 47006"," 47584"," 47263"," 45566"," 45437"," 44307"
"2023F","OK","OPACB"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 2011"," 1929"," 2796"
"2023F","OK","OPACP"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 375"," 360"," 522"
"2023F","OK","OPCCB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 0"," 0"," 0"
"2023F","OK","OPCCP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 0"," 0"," 0"
"2023F","OK","OPEIB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 0"," 0"," 0"
"2023F","OK","OPEIP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 0"," 0"," 0"
"2023F","OK","OPICB"," 33271"," 32171"," 33187"," 34204"," 34609"," 36351"," 36258"," 36513"," 37706"," 39709"," 39519"," 37085"," 39892"," 39238"," 39556"," 42221"," 41450"," 41722"," 42468"," 41790"," 40494"," 23176"," 20224"," 24861"," 22651"," 20043"," 19790"," 23701"," 29237"," 30328"," 30979"," 26175"," 32184"," 29264"," 31764"," 30727"," 36774"," 37277"," 31930"," 33495"," 31294"," 42161"," 38971"," 43156"," 42781"," 45317"," 47708"," 48980"," 42689"," 42378"," 45596"," 46499"," 47561"," 46505"," 42923"," 43328"," 46343"," 47775"," 47006"," 47584"," 47263"," 45566"," 45437"," 44307"
"2023F","OK","OPICP"," 5546"," 5363"," 5533"," 5701"," 5776"," 6067"," 6055"," 6096"," 6295"," 6630"," 6599"," 6195"," 6664"," 6555"," 6608"," 7050"," 6922"," 6968"," 7096"," 6983"," 6766"," 3636"," 3198"," 4035"," 3710"," 3188"," 3091"," 3834"," 4807"," 5046"," 5154"," 4299"," 5379"," 4837"," 5274"," 5093"," 6134"," 6220"," 5300"," 5569"," 5177"," 7032"," 6496"," 7203"," 7137"," 7570"," 7975"," 8189"," 7122"," 7059"," 7610"," 7764"," 7941"," 7784"," 7174"," 7249"," 7415"," 7649"," 7508"," 7637"," 7606"," 7284"," 7253"," 7072"
"2023F","OK","OPRCB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 0"," 0"," 0"
"2023F","OK","OPRCP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 0"," 0"," 0"
"2023F","OK","OPTCB"," 33271"," 32171"," 33187"," 34204"," 34609"," 36351"," 36258"," 36513"," 37706"," 39709"," 39519"," 37085"," 39892"," 39238"," 39556"," 42221"," 41450"," 41722"," 42468"," 41790"," 40494"," 23176"," 20224"," 24861"," 22651"," 20043"," 19790"," 23701"," 29237"," 30328"," 30979"," 26175"," 32184"," 29264"," 31764"," 30727"," 36774"," 37277"," 31930"," 33495"," 31294"," 42161"," 38971"," 43156"," 42781"," 45317"," 47708"," 48980"," 42689"," 42378"," 45596"," 46499"," 47561"," 46505"," 42923"," 43328"," 46343"," 47775"," 47006"," 47584"," 47263"," 47577"," 47366"," 47103"
"2023F","OK","OPTCP"," 5546"," 5363"," 5533"," 5701"," 5776"," 6067"," 6055"," 6096"," 6295"," 6630"," 6599"," 6195"," 6664"," 6555"," 6608"," 7050"," 6922"," 6968"," 7096"," 6983"," 6766"," 3636"," 3198"," 4035"," 3710"," 3188"," 3091"," 3834"," 4807"," 5046"," 5154"," 4299"," 5379"," 4837"," 5274"," 5093"," 6134"," 6220"," 5300"," 5569"," 5177"," 7032"," 6496"," 7203"," 7137"," 7570"," 7975"," 8189"," 7122"," 7059"," 7610"," 7764"," 7941"," 7784"," 7174"," 7249"," 7415"," 7649"," 7508"," 7637"," 7606"," 7660"," 7613"," 7594"
"2023F","OK","OPTXB"," 33271"," 32171"," 33187"," 34204"," 34609"," 36351"," 36258"," 36513"," 37706"," 39709"," 39519"," 37085"," 39892"," 39238"," 39556"," 42221"," 41450"," 41722"," 42468"," 41790"," 40494"," 23176"," 20224"," 24861"," 22651"," 20043"," 19790"," 23701"," 29237"," 30328"," 30979"," 26175"," 32184"," 29264"," 31764"," 30727"," 36774"," 37277"," 31930"," 33495"," 31294"," 42161"," 38971"," 43156"," 42781"," 45317"," 47708"," 48980"," 42689"," 42378"," 45596"," 46499"," 47561"," 46505"," 42923"," 43328"," 46343"," 47775"," 47006"," 47584"," 47263"," 47577"," 47366"," 47103"
"2023F","OK","OPTXP"," 5546"," 5363"," 5533"," 5701"," 5776"," 6067"," 6055"," 6096"," 6295"," 6630"," 6599"," 6195"," 6664"," 6555"," 6608"," 7050"," 6922"," 6968"," 7096"," 6983"," 6766"," 3636"," 3198"," 4035"," 3710"," 3188"," 3091"," 3834"," 4807"," 5046"," 5154"," 4299"," 5379"," 4837"," 5274"," 5093"," 6134"," 6220"," 5300"," 5569"," 5177"," 7032"," 6496"," 7203"," 7137"," 7570"," 7975"," 8189"," 7122"," 7059"," 7610"," 7764"," 7941"," 7784"," 7174"," 7249"," 7415"," 7649"," 7508"," 7637"," 7606"," 7660"," 7613"," 7594"
"2023F","OK","OTGBP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2023F","OK","P1ICB"," 64380"," 63314"," 67019"," 68419"," 73630"," 79271"," 76866"," 79530"," 82531"," 83686"," 89565"," 92043"," 86523"," 91397"," 92505"," 98299"," 90441"," 91816"," 90508"," 95774"," 93247"," 62101"," 58181"," 70102"," 57057"," 59591"," 55445"," 56041"," 67284"," 63721"," 70207"," 64331"," 67925"," 70855"," 68951"," 65291"," 68604"," 60271"," 63430"," 59988"," 59691"," 85979"," 79619"," 78454"," 84633"," 86027"," 84285"," 91532"," 72887"," 70669"," 74971"," 72941"," 78288"," 73511"," 66373"," 71573"," 72123"," 72944"," 71073"," 72889"," 70712"," 68619"," 70402"," 67000"
"2023F","OK","P1ICP"," 10522"," 10339"," 10906"," 11127"," 11939"," 12857"," 12492"," 12955"," 13450"," 13625"," 14487"," 14824"," 13938"," 14722"," 14853"," 15792"," 14584"," 14818"," 14630"," 15502"," 15047"," 9768"," 9158"," 11108"," 9107"," 9347"," 8676"," 8924"," 10759"," 10306"," 11306"," 10281"," 11011"," 11360"," 11085"," 10504"," 11134"," 9889"," 10263"," 9790"," 9689"," 13858"," 12845"," 12747"," 13586"," 13857"," 13630"," 14740"," 11803"," 11451"," 12171"," 11881"," 12706"," 11981"," 10830"," 11638"," 11429"," 11572"," 11268"," 11584"," 11259"," 10870"," 11138"," 10604"
"2023F","OK","P1TCB"," 70730"," 69131"," 73540"," 75430"," 80663"," 88671"," 86093"," 85272"," 88760"," 90191"," 96208"," 98062"," 92547"," 97947"," 98563"," 103849"," 95962"," 98630"," 97893"," 102806"," 99818"," 68275"," 64540"," 75173"," 62793"," 65263"," 60985"," 61839"," 73111"," 69853"," 75900"," 69319"," 73034"," 75933"," 74110"," 70724"," 73808"," 65568"," 69231"," 65611"," 65672"," 90973"," 84797"," 83212"," 89608"," 90583"," 89745"," 96057"," 77027"," 75434"," 78832"," 76587"," 81649"," 76690"," 69337"," 74732"," 75106"," 75805"," 73804"," 75488"," 73059"," 73096"," 74946"," 71772"
"2023F","OK","P1TCP"," 11670"," 11385"," 12099"," 12408"," 13226"," 14560"," 14156"," 13997"," 14574"," 14794"," 15675"," 15901"," 15011"," 15882"," 15925"," 16767"," 15549"," 16002"," 15913"," 16715"," 16188"," 10834"," 10249"," 11966"," 10087"," 10322"," 9633"," 9911"," 11753"," 11352"," 12271"," 11124"," 11875"," 12216"," 11950"," 11427"," 12013"," 10778"," 11244"," 10735"," 10700"," 14696"," 13721"," 13551"," 14430"," 14620"," 14576"," 15496"," 12494"," 12279"," 12841"," 12514"," 13290"," 12527"," 11328"," 12168"," 11930"," 12054"," 11729"," 12024"," 11657"," 11662"," 11940"," 11462"
"2023F","OK","P1TXB"," 70730"," 69131"," 73540"," 75430"," 80663"," 88671"," 86093"," 85272"," 88760"," 90191"," 96208"," 98062"," 92547"," 97947"," 98563"," 103849"," 95962"," 98630"," 97893"," 102806"," 99818"," 68275"," 64540"," 75173"," 62793"," 65263"," 60985"," 61839"," 73111"," 69853"," 75900"," 69319"," 73034"," 75933"," 74110"," 70724"," 73808"," 65568"," 69231"," 65611"," 65672"," 90973"," 84797"," 83212"," 89608"," 90583"," 89745"," 96057"," 77027"," 75434"," 78832"," 76587"," 81649"," 76690"," 69337"," 74732"," 75106"," 75805"," 73804"," 75488"," 73059"," 73096"," 74946"," 71772"
"2023F","OK","P1TXP"," 11670"," 11385"," 12099"," 12408"," 13226"," 14560"," 14156"," 13997"," 14574"," 14794"," 15675"," 15901"," 15011"," 15882"," 15925"," 16767"," 15549"," 16002"," 15913"," 16715"," 16188"," 10834"," 10249"," 11966"," 10087"," 10322"," 9633"," 9911"," 11753"," 11352"," 12271"," 11124"," 11875"," 12216"," 11950"," 11427"," 12013"," 10778"," 11244"," 10735"," 10700"," 14696"," 13721"," 13551"," 14430"," 14620"," 14576"," 15496"," 12494"," 12279"," 12841"," 12514"," 13290"," 12527"," 11328"," 12168"," 11930"," 12054"," 11729"," 12024"," 11657"," 11662"," 11940"," 11462"
"2023F","OK","PAACB"," 141398"," 146058"," 156541"," 164868"," 169197"," 168569"," 178435"," 184536"," 201546"," 207110"," 217945"," 220630"," 237363"," 246222"," 244588"," 254837"," 271190"," 284731"," 301688"," 293234"," 285672"," 307191"," 320244"," 318969"," 317564"," 314808"," 302645"," 306576"," 308271"," 318978"," 313637"," 322763"," 348648"," 336268"," 349123"," 328705"," 346928"," 348721"," 357548"," 375512"," 403775"," 440147"," 410255"," 412644"," 379575"," 405327"," 416221"," 428690"," 432175"," 412394"," 422601"," 411410"," 411683"," 399684"," 430964"," 420450"," 417609"," 425615"," 428501"," 415244"," 380469"," 410098"," 410725"," 413205"
"2023F","OK","PAACP"," 26737"," 27621"," 29566"," 31096"," 31871"," 31839"," 33699"," 34852"," 37965"," 39007"," 41000"," 41606"," 44635"," 46302"," 45970"," 47854"," 50869"," 53377"," 56527"," 54638"," 53244"," 57146"," 59594"," 59331"," 58869"," 58394"," 56145"," 56667"," 56971"," 58847"," 57888"," 59564"," 64144"," 62237"," 64580"," 60994"," 64181"," 64425"," 66035"," 69239"," 73978"," 80252"," 75011"," 75556"," 70075"," 74492"," 76339"," 79083"," 79919"," 76613"," 78792"," 76578"," 76916"," 74765"," 80575"," 78540"," 78168"," 79504"," 80078"," 77683"," 71150"," 76669"," 76714"," 77264"
"2023F","OK","PACAS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," .1"," .1"," .1"," .1"," .2"," .1"," .1"," .3"," .1"," .2"," .2"," .3"," .2"," .5"," .5"," .5"
"2023F","OK","PACCB"," 7115"," 5619"," 5962"," 6492"," 6133"," 8249"," 8063"," 6896"," 7466"," 8006"," 8414"," 8512"," 10864"," 11913"," 10756"," 9603"," 10321"," 9720"," 10241"," 5698"," 4948"," 6268"," 5523"," 7559"," 8651"," 7597"," 4628"," 5605"," 6843"," 7829"," 7095"," 5545"," 4153"," 3035"," 2465"," 2666"," 3617"," 4677"," 5071"," 4004"," 3651"," 5932"," 4688"," 3323"," 3722"," 3657"," 3812"," 5306"," 5903"," 6354"," 6378"," 5424"," 6029"," 5865"," 6375"," 11211"," 11988"," 12022"," 9929"," 11594"," 11664"," 11142"," 12112"," 10618"
"2023F","OK","PACCP"," 1459"," 1234"," 1328"," 1448"," 1356"," 1721"," 1699"," 1507"," 1617"," 1738"," 1825"," 1825"," 2235"," 2392"," 2179"," 2018"," 2148"," 2044"," 2138"," 1109"," 988"," 1228"," 1124"," 1502"," 1647"," 1466"," 922"," 1082"," 1293"," 1469"," 1329"," 1056"," 797"," 607"," 503"," 539"," 729"," 905"," 978"," 837"," 797"," 1181"," 1005"," 785"," 769"," 770"," 796"," 1064"," 1161"," 1222"," 1280"," 1093"," 1173"," 1174"," 1285"," 2195"," 2345"," 2341"," 2028"," 2325"," 2356"," 2273"," 2450"," 2140"
"2023F","OK","PAEIB"," 360"," 293"," 387"," 696"," 532"," 307"," 298"," 265"," 378"," 300"," 705"," 404"," 948"," 749"," 1325"," 507"," 563"," 1259"," 1350"," 720"," 345"," 241"," 340"," 300"," 432"," 511"," 717"," 399"," 350"," 368"," 530"," 228"," 165"," 158"," 148"," 806"," 1326"," 179"," 105"," 141"," 451"," 1500"," 119"," 1111"," 251"," 150"," 269"," 1537"," 133"," 135"," 139"," 175"," 121"," 105"," 126"," 98"," 178"," 158"," 179"," 188"," 291"," 382"," 307"," 216"
"2023F","OK","PAEIP"," 59"," 48"," 64"," 114"," 87"," 50"," 49"," 44"," 62"," 49"," 116"," 68"," 155"," 123"," 214"," 85"," 93"," 206"," 221"," 119"," 59"," 41"," 58"," 51"," 73"," 87"," 123"," 68"," 60"," 62"," 86"," 38"," 28"," 27"," 25"," 129"," 217"," 30"," 18"," 24"," 77"," 258"," 20"," 188"," 42"," 25"," 46"," 249"," 23"," 23"," 24"," 30"," 21"," 18"," 22"," 17"," 31"," 27"," 31"," 33"," 51"," 66"," 53"," 38"
"2023F","OK","PAGBP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 71"," 71"," 69"," 69"," 69"," 74"," 74"," 74"," 74"," 74"," 74"," 74"," 80"," 74"," 66"," 54"
"2023F","OK","PAICB"," 90705"," 90157"," 92545"," 91877"," 92656"," 99165"," 98486"," 102999"," 108968"," 109290"," 115719"," 118715"," 123284"," 134154"," 131275"," 135159"," 135390"," 140505"," 147930"," 158825"," 144686"," 113956"," 108640"," 124703"," 122551"," 126948"," 98266"," 94434"," 106323"," 102996"," 104392"," 99422"," 110904"," 112891"," 110780"," 97638"," 103563"," 98313"," 96658"," 103452"," 93519"," 124599"," 122627"," 119610"," 135371"," 145028"," 159205"," 125295"," 106863"," 91568"," 99112"," 97613"," 113965"," 108970"," 108063"," 101750"," 104259"," 120278"," 114835"," 108374"," 92496"," 106364"," 108543"," 103942"
"2023F","OK","PAICP"," 15626"," 15594"," 15920"," 15886"," 15869"," 16921"," 16894"," 17600"," 18660"," 18884"," 19840"," 20192"," 21098"," 23008"," 22430"," 23018"," 23184"," 24085"," 25614"," 28695"," 26495"," 20496"," 19883"," 22360"," 22504"," 23267"," 17739"," 17076"," 18784"," 18608"," 17910"," 17676"," 19692"," 20310"," 19982"," 17027"," 18114"," 17691"," 16857"," 19962"," 16689"," 21556"," 21880"," 20968"," 24456"," 27649"," 31818"," 21028"," 17988"," 15322"," 16532"," 16381"," 19091"," 18323"," 18273"," 17117"," 17212"," 19975"," 19109"," 18026"," 15294"," 17656"," 17980"," 17263"
"2023F","OK","PARCB"," 15101"," 15560"," 17645"," 19326"," 17695"," 18117"," 18386"," 18914"," 19642"," 21334"," 22384"," 21442"," 22579"," 21749"," 20371"," 21615"," 22011"," 21686"," 21749"," 7250"," 6899"," 7825"," 8369"," 10364"," 6833"," 8383"," 5855"," 5370"," 5348"," 5852"," 4905"," 5282"," 4301"," 4935"," 4587"," 4704"," 6452"," 5930"," 6237"," 8782"," 10267"," 9496"," 11631"," 8772"," 7914"," 7238"," 7626"," 9692"," 8210"," 7710"," 8261"," 7197"," 5729"," 7517"," 7490"," 6958"," 6441"," 7006"," 7921"," 8393"," 8248"," 8075"," 8400"," 7300"
"2023F","OK","PARCP"," 3922"," 4041"," 4585"," 5016"," 4596"," 4678"," 4748"," 4909"," 5094"," 5532"," 5802"," 5560"," 5855"," 5637"," 5282"," 5610"," 5716"," 5632"," 5645"," 1882"," 1778"," 1981"," 2172"," 2653"," 1722"," 2124"," 1504"," 1382"," 1365"," 1514"," 1272"," 1370"," 1114"," 1281"," 1192"," 1217"," 1658"," 1536"," 1617"," 2281"," 2644"," 2468"," 3020"," 2277"," 2052"," 1881"," 1981"," 2504"," 2135"," 2004"," 2147"," 1866"," 1488"," 1953"," 1947"," 1811"," 1675"," 1822"," 2061"," 2184"," 2124"," 2100"," 2185"," 1898"
"2023F","OK","PATCB"," 254680"," 257686"," 273079"," 283258"," 286214"," 294406"," 303667"," 313611"," 337999"," 346039"," 365166"," 369703"," 395038"," 414787"," 408315"," 421722"," 439476"," 457902"," 482959"," 465726"," 442550"," 435481"," 443116"," 461895"," 456031"," 458247"," 412111"," 412384"," 427135"," 436023"," 430559"," 433239"," 468171"," 457287"," 467102"," 434518"," 461885"," 457820"," 465618"," 491891"," 511661"," 581673"," 549321"," 545461"," 526834"," 561399"," 587133"," 570520"," 553284"," 518160"," 536491"," 521818"," 537527"," 522141"," 553017"," 540467"," 540475"," 565079"," 561365"," 543793"," 493167"," 536061"," 540087"," 535282"
"2023F","OK","PATCP"," 47803"," 48538"," 51462"," 53561"," 53779"," 55209"," 57089"," 58912"," 63397"," 65210"," 68583"," 69251"," 73977"," 77462"," 76075"," 78585"," 82011"," 85342"," 90145"," 86443"," 82565"," 80891"," 82831"," 85899"," 84815"," 85338"," 76433"," 76276"," 78473"," 80501"," 78485"," 79703"," 85774"," 84462"," 86281"," 79906"," 84898"," 84586"," 85505"," 92343"," 94185"," 105714"," 100935"," 99774"," 97394"," 104817"," 110981"," 103928"," 101227"," 95184"," 98775"," 95949"," 98688"," 96233"," 102102"," 99680"," 99429"," 103670"," 103307"," 100250"," 90974"," 98765"," 99381"," 98603"
"2023F","OK","PATPB"," 109"," 108.3"," 112.5"," 116.1"," 117"," 120.7"," 123.7"," 126"," 135"," 136.5"," 142.3"," 141.2"," 148.6"," 153.9"," 149.3"," 152"," 155.5"," 159.5"," 165.5"," 156.5"," 145.5"," 140.7"," 138.2"," 140.4"," 138.8"," 140.1"," 126.7"," 128.5"," 134.9"," 138.4"," 136.7"," 136.4"," 145.4"," 140.6"," 142.4"," 131.3"," 138.3"," 135.7"," 136.7"," 143.1"," 148.1"," 167.8"," 157.4"," 155.6"," 149.4"," 158.2"," 163.4"," 157"," 150.8"," 139.4"," 142.7"," 137.7"," 140.7"," 135.5"," 142.6"," 138.2"," 137.6"," 143.7"," 142.4"," 137.3"," 124.4"," 134.3"," 134.1"," 131.7"
"2023F","OK","PATPP"," 20.5"," 20.4"," 21.2"," 22"," 22"," 22.6"," 23.3"," 23.7"," 25.3"," 25.7"," 26.7"," 26.4"," 27.8"," 28.7"," 27.8"," 28.3"," 29"," 29.7"," 30.9"," 29.1"," 27.2"," 26.1"," 25.8"," 26.1"," 25.8"," 26.1"," 23.5"," 23.8"," 24.8"," 25.6"," 24.9"," 25.1"," 26.6"," 26"," 26.3"," 24.2"," 25.4"," 25.1"," 25.1"," 26.9"," 27.3"," 30.5"," 28.9"," 28.5"," 27.6"," 29.5"," 30.9"," 28.6"," 27.6"," 25.6"," 26.3"," 25.3"," 25.8"," 25"," 26.3"," 25.5"," 25.3"," 26.4"," 26.2"," 25.3"," 22.9"," 24.7"," 24.7"," 24.3"
"2023F","OK","PATXB"," 254320"," 257394"," 272692"," 282562"," 285682"," 294099"," 303370"," 313345"," 337621"," 345740"," 364461"," 369299"," 394090"," 414038"," 406990"," 421214"," 438912"," 456643"," 481608"," 465007"," 442204"," 435240"," 442776"," 461595"," 455599"," 457736"," 411394"," 411985"," 426785"," 435655"," 430029"," 433011"," 468006"," 457129"," 466955"," 433712"," 460560"," 457641"," 465513"," 491750"," 511211"," 580173"," 549202"," 544350"," 526583"," 561250"," 586864"," 568983"," 553151"," 518025"," 536353"," 521643"," 537406"," 522036"," 552891"," 540370"," 540297"," 564921"," 561186"," 543606"," 492876"," 535679"," 539780"," 535065"
"2023F","OK","PATXP"," 47744"," 48490"," 51399"," 53447"," 53692"," 55159"," 57040"," 58869"," 63335"," 65160"," 68467"," 69183"," 73822"," 77340"," 75861"," 78500"," 81917"," 85137"," 89924"," 86324"," 82506"," 80850"," 82773"," 85847"," 84742"," 85251"," 76310"," 76208"," 78413"," 80438"," 78398"," 79665"," 85746"," 84435"," 86256"," 79777"," 84681"," 84556"," 85487"," 92319"," 94108"," 105457"," 100915"," 99585"," 97352"," 104792"," 110934"," 103679"," 101204"," 95161"," 98751"," 95919"," 98667"," 96215"," 102080"," 99663"," 99399"," 103643"," 103276"," 100218"," 90923"," 98699"," 99328"," 98566"
